mode,load,0_alexnet-2,1_efficientnet_b5-8,2_resnet152-8
mps-uncap,0.8,0.0069141387939453125,0.009775161743164062,0.010967254638671875
mps-uncap,0.9,0.00667572021484375,0.011444091796875,0.011205673217773438
mps-uncap,1.0,0.007152557373046875,0.011920928955078125,0.011444091796875
mps-uncap,0.5,0.0073909759521484375,0.011682510375976562,0.01239776611328125
mps-uncap,0.6,0.0073909759521484375,0.011444091796875,0.011920928955078125
mps-uncap,0.7,0.0069141387939453125,0.011205673217773438,0.011444091796875
mps-uncap,0.1,0.010251998901367188,0.02193450927734375,0.021457672119140625
mps-uncap,0.2,0.0073909759521484375,0.017404556274414062,0.01430511474609375
mps-uncap,0.3,0.00762939453125,0.012159347534179688,0.013113021850585938
mps-uncap,0.4,0.008344650268554688,0.011920928955078125,0.011682510375976562
