mode,load,0_alexnet-2,1_efficientnet_b5-8,2_resnet152-8
mps-uncap,0.8,13.96942138671875,94.79928016662598,109.0853214263916
mps-uncap,0.9,15.805959701538086,162.13178634643555,162.86706924438477
mps-uncap,1.0,51.60260200500488,338.7327194213867,1133.5101127624512
mps-uncap,0.5,6.016254425048828,41.442155838012695,42.67716407775879
mps-uncap,0.6,9.875059127807617,66.91288948059082,60.4557991027832
mps-uncap,0.7,9.054899215698242,91.94493293762207,89.27369117736816
mps-uncap,0.1,2.1619796752929688,34.70182418823242,18.68915557861328
mps-uncap,0.2,2.3174285888671875,28.6405086517334,26.628494262695312
mps-uncap,0.3,3.056049346923828,42.10686683654785,34.963130950927734
mps-uncap,0.4,4.440546035766602,51.46956443786621,39.56794738769531
