mode,load,0_alexnet-4,1_mobilenet_v3_small-16,2_resnet18-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
