mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,6.006717681884766,6.025838851928711
mig,0.2,6.155061721801758,6.198406219482422
mig,0.3,5.404233932495117,5.395746231079102
mig,0.4,4.040718078613281,4.016876220703125
mig,0.5,3.757143020629883,3.713846206665039
mig,0.6,2.5386571884155273,2.5687217712402344
mig,0.7,2.467632293701172,2.5174617767333984
mig,0.8,2.4437904357910156,2.5506019592285156
mig,0.9,2.506732940673828,2.5339603424072266
mig,1.0,2.5191307067871094,2.460956573486328
