mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,5.797624588012695,5.8203935623168945
mig,0.2,5.975961685180664,6.042957305908203
mig,0.3,5.046367645263672,5.115270614624023
mig,0.4,4.050254821777344,4.027366638183594
mig,0.5,3.546476364135742,3.5446882247924805
mig,0.6,3.6954879760742188,3.6417245864868164
mig,0.7,4.288911819458008,4.256010055541992
mig,0.8,5.36036491394043,6.247043609619141
mig,0.9,12.058258056640625,14.42861557006836
mig,1.0,986.7711067199707,821.8622207641602
