mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,13.48324775695801,14.20954942703247
mig,0.2,18.755016326904293,18.305091857910156
mig,0.3,17.602539062500007,18.503923416137695
mig,0.4,15.183734893798842,14.79430437088012
mig,0.5,13.244619369506838,14.802520275115953
mig,0.6,15.527601242065426,14.080605506896973
mig,0.7,17.152342796325687,19.580030441284222
mig,0.8,34.89197015762331,28.99994850158685
mig,0.9,77.62140274047852,82.30807304382319
mig,1.0,2670.052299499512,1415.515480041504
