mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,0.046253204345703125,0.0457763671875
mig,0.2,0.049591064453125,0.04839897155761719
mig,0.3,0.051975250244140625,0.13899803161621094
mig,0.4,0.2789497375488281,0.4044771194458008
mig,0.5,0.4940032958984375,0.6440877914428711
mig,0.6,1.2627840042114258,1.1327266693115234
mig,0.7,1.9385814666748047,1.8639564514160156
mig,0.8,3.0306577682495117,3.8247108459472656
mig,0.9,9.653806686401367,12.008905410766602
mig,1.0,984.2963218688965,819.5009231567383
