mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,15.675544738769531,15.698671340942383
mig,0.2,22.74632453918457,22.083759307861328
mig,0.3,26.043415069580078,23.471593856811523
mig,0.4,22.898435592651367,20.146608352661133
mig,0.5,16.015291213989258,22.86672592163086
mig,0.6,23.943424224853516,23.265600204467773
mig,0.7,24.954557418823242,30.867338180541992
mig,0.8,49.23391342163086,34.861087799072266
mig,0.9,93.67799758911133,96.1310863494873
mig,1.0,2752.5851726531982,1436.2318515777588
