mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,3.548812866210939,3.7651777267456055
mig,0.2,6.3358306884765625,6.207895278930665
mig,0.3,6.226062774658203,6.440925598144548
mig,0.4,5.272388458251953,5.352377891540529
mig,0.5,4.475021362304688,4.5333147048950195
mig,0.6,5.625343322753905,5.455803871154784
mig,0.7,7.747483253479007,7.808399200439449
mig,0.8,13.09919357299805,14.596223831176758
mig,0.9,43.048667907714865,47.20640182495117
mig,1.0,2399.967002868653,1366.9474601745605
