mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,2.2916793823242188,2.3059844970703125
mig,0.2,2.3136138916015625,2.3164749145507812
mig,0.3,2.2873878479003906,2.2308826446533203
mig,0.4,2.307891845703125,2.25830078125
mig,0.5,2.295970916748047,2.2530555725097656
mig,0.6,2.279043197631836,2.3047924041748047
mig,0.7,2.260446548461914,2.2568702697753906
mig,0.8,2.243518829345703,2.3162364959716797
mig,0.9,2.2923946380615234,2.3038387298583984
mig,1.0,2.263784408569336,2.3152828216552734
