mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,2.3415088653564453,2.321481704711914
mig,0.2,2.361774444580078,2.3577213287353516
mig,0.3,2.3310184478759766,2.2661685943603516
mig,0.4,2.3314952850341797,2.3059844970703125
mig,0.5,2.337217330932617,2.2857189178466797
mig,0.6,2.3212432861328125,2.344846725463867
mig,0.7,2.290964126586914,2.3000240325927734
mig,0.8,2.289295196533203,2.357006072998047
mig,0.9,2.329587936401367,2.349376678466797
mig,1.0,2.3696422576904297,2.3741722106933594
