mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2
mig,0.1,0.011205673217773438,0.010728836059570312
mig,0.2,0.010728836059570312,0.009059906005859375
mig,0.3,0.00858306884765625,0.009298324584960938
mig,0.4,0.007867813110351562,0.008106231689453125
mig,0.5,0.007867813110351562,0.008344650268554688
mig,0.6,0.00858306884765625,0.008106231689453125
mig,0.7,0.00762939453125,0.008106231689453125
mig,0.8,0.007867813110351562,0.008106231689453125
mig,0.9,0.00858306884765625,0.009059906005859375
mig,1.0,0.008344650268554688,0.010728836059570312
