mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_vgg11-16
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.011205673217773438,0.000476837158203125
