mode,load,0_densenet169-2,1_densenet169-2
mig,0.1,0.013828277587890625,0.014066696166992188
mig,0.2,0.011205673217773438,0.012874603271484375
mig,0.3,0.011920928955078125,0.011682510375976562
mig,0.4,0.0095367431640625,0.011205673217773438
mig,0.5,0.01049041748046875,0.010728836059570312
mig,0.6,0.01049041748046875,0.01049041748046875
mig,0.7,0.010967254638671875,0.009775161743164062
mig,0.8,0.010967254638671875,0.011444091796875
mig,0.9,0.010967254638671875,0.011682510375976562
mig,1.0,0.013589859008789062,0.012159347534179688
