mode,load,0_densenet169-2,1_densenet169-2
mig,0.1,0.05888938903808594,0.05924701690673828
mig,0.2,0.05269050598144531,0.05340576171875
mig,0.3,0.044345855712890625,0.04792213439941406
mig,0.4,0.054001808166503906,0.05125999450683594
mig,0.5,0.7154941558837891,1.899123191833496
mig,0.6,4.463672637939453,4.705667495727539
mig,0.7,8.290767669677734,8.28695297241211
mig,0.8,11.370420455932617,14.413118362426758
mig,0.9,22.202730178833008,49.866676330566406
mig,1.0,481.2033176422119,424.22735691070557
