mode,load,0_densenet121-16,1_densenet169-8,2_mobilenet_v2-2
mps-uncap,0.8,12.311220169067383,14.436006546020508,2.379894256591797
mps-uncap,0.9,12.479543685913086,15.75160026550293,2.5534629821777344
mps-uncap,1.0,13.240933418273926,16.082048416137695,2.6137828826904297
mps-uncap,0.5,11.349797248840332,12.912988662719727,3.5772323608398438
mps-uncap,0.6,11.367082595825195,12.885570526123047,2.4094581604003906
mps-uncap,0.7,11.49129867553711,13.417959213256836,2.4132728576660156
mps-uncap,0.1,16.502857208251953,21.6066837310791,5.668282508850098
mps-uncap,0.2,16.094207763671875,17.537355422973633,5.705118179321289
mps-uncap,0.3,12.467145919799805,16.294240951538086,5.017518997192383
mps-uncap,0.4,11.708974838256836,13.498783111572266,3.763437271118164
