mode,load,0_densenet121-16,1_densenet169-8,2_mobilenet_v2-2
mps-uncap,0.8,21.183490753173828,22.683143615722656,5.015969276428223
mps-uncap,0.9,31.52942657470703,61.56754493713379,10.452985763549805
mps-uncap,1.0,116.99080467224121,2055.6236505508423,15.497207641601562
mps-uncap,0.5,12.604117393493652,15.49386978149414,4.185795783996582
mps-uncap,0.6,13.04769515991211,15.70749282836914,3.849029541015625
mps-uncap,0.7,14.634847640991211,17.892122268676758,4.196286201477051
mps-uncap,0.1,16.602516174316406,23.518085479736328,5.882024765014648
mps-uncap,0.2,17.032742500305176,18.183469772338867,6.299853324890137
mps-uncap,0.3,13.436079025268555,17.76576042175293,5.676507949829102
mps-uncap,0.4,12.78233528137207,16.140460968017578,5.070805549621582
