mode,load,0_densenet121-16,1_densenet169-8,2_mobilenet_v2-2
mps-uncap,0.8,9.259939193725586,9.406805038452148,2.2034645080566406
mps-uncap,0.9,19.333600997924805,46.250104904174805,7.5217485427856445
mps-uncap,1.0,104.09879684448242,2039.5429134368896,12.51673698425293
mps-uncap,0.5,0.04410743713378906,0.04458427429199219,0.38564205169677734
mps-uncap,0.6,0.27751922607421875,0.0591278076171875,0.5227327346801758
mps-uncap,0.7,3.682374954223633,5.023479461669922,1.2968778610229492
mps-uncap,0.1,0.05984306335449219,0.05984306335449219,0.04863739013671875
mps-uncap,0.2,0.057578086853027344,0.05817413330078125,0.05054473876953125
mps-uncap,0.3,0.05173683166503906,0.05125999450683594,0.04863739013671875
mps-uncap,0.4,0.05054473876953125,0.04506111145019531,0.11944770812988281
