mode,load,0_densenet121-16,1_densenet169-8,2_mobilenet_v2-2
mps-uncap,0.8,13.318538665771484,16.356706619262695,4.057669639587403
mps-uncap,0.9,12.95781135559082,18.10381412506104,4.398393630981445
mps-uncap,1.0,13.544654846191406,18.248748779296875,4.16111946105957
mps-uncap,0.5,12.883520126342773,17.030763626098633,4.232931137084962
mps-uncap,0.6,12.963151931762695,15.955877304077148,3.9660215377807617
mps-uncap,0.7,12.676572799682617,16.751384735107425,3.8979530334472665
mps-uncap,0.1,18.12448501586914,25.023508071899414,6.327033042907715
mps-uncap,0.2,18.697667121887207,23.63133430480957,6.377053260803223
mps-uncap,0.3,17.903065681457527,18.689298629760742,6.014347076416016
mps-uncap,0.4,14.59975242614747,17.813968658447266,5.29789924621582
