mode,load,0_densenet121-16,1_densenet169-8,2_mobilenet_v2-2
mps-uncap,0.8,126.61933898925781,157.98139572143555,40.43984413146973
mps-uncap,0.9,280.2162170410156,525.6457328796387,73.60053062438965
mps-uncap,1.0,674.731969833374,2734.29012298584,124.14765357971191
mps-uncap,0.5,61.792850494384766,47.211408615112305,25.050878524780273
mps-uncap,0.6,57.701826095581055,66.7264461517334,26.24201774597168
mps-uncap,0.7,98.11949729919434,98.09494018554688,29.25705909729004
mps-uncap,0.1,19.376039505004883,45.14646530151367,11.240005493164062
mps-uncap,0.2,33.25247764587402,35.627126693725586,26.7941951751709
mps-uncap,0.3,36.44537925720215,48.708200454711914,23.952484130859375
mps-uncap,0.4,30.319929122924805,39.17837142944336,24.873733520507812
