mode,load,0_densenet121-16,1_densenet169-8,2_mobilenet_v2-2
mps-uncap,0.8,44.24166679382324,43.85533332824707,9.709477424621586
mps-uncap,0.9,77.56595611572266,238.87856006622326,26.742339134216312
mps-uncap,1.0,376.5658140182496,2573.1472492218018,49.46274757385254
mps-uncap,0.5,13.132262229919437,15.377426147460946,5.533385276794438
mps-uncap,0.6,17.888450622558597,20.921468734741232,5.127382278442393
mps-uncap,0.7,26.62906646728517,29.338741302490252,6.630992889404297
mps-uncap,0.1,0.5414962768554702,5.721092224121101,3.0791521072387695
mps-uncap,0.2,9.973883628845217,10.228633880615234,5.766201019287109
mps-uncap,0.3,10.124945640563965,13.320875167846678,6.7190170288085955
mps-uncap,0.4,10.781240463256838,12.60552406311035,6.074070930480957
