mode,load,0_densenet121-16,1_densenet169-8,2_mobilenet_v2-2
mps-uncap,0.8,140.07306098937988,173.6748218536377,44.07000541687012
mps-uncap,0.9,290.62843322753906,543.7591075897217,76.11536979675293
mps-uncap,1.0,687.8499984741211,2750.582218170166,127.75397300720215
mps-uncap,0.5,74.99337196350098,57.378530502319336,28.9151668548584
mps-uncap,0.6,70.22786140441895,81.85577392578125,28.788328170776367
mps-uncap,0.7,111.11831665039062,107.89346694946289,33.55836868286133
mps-uncap,0.1,34.51061248779297,61.45310401916504,17.304182052612305
mps-uncap,0.2,46.03743553161621,50.39811134338379,30.575037002563477
mps-uncap,0.3,45.48764228820801,58.86244773864746,28.1982421875
mps-uncap,0.4,43.67971420288086,51.30124092102051,29.51812744140625
