mode,load,0_densenet121-16,1_densenet169-8,2_mobilenet_v2-2
mps-uncap,0.8,13.582849502563478,17.540688514709476,5.359683036804199
mps-uncap,0.9,13.170938491821289,18.899226188659664,5.495498180389407
mps-uncap,1.0,13.746924400329588,18.923802375793457,5.138859748840332
mps-uncap,0.5,15.915286540985099,18.647451400756836,5.309343338012695
mps-uncap,0.6,13.48503589630127,17.552204132080075,5.119712352752685
mps-uncap,0.7,12.97677993774414,18.37116241455078,5.18456220626831
mps-uncap,0.1,18.964290618896484,27.207508087158203,6.78339719772339
mps-uncap,0.2,19.35715675354004,27.382659912109375,6.678764820098876
mps-uncap,0.3,19.02693510055542,23.562378883361834,6.42303466796875
mps-uncap,0.4,18.64142417907715,19.170942306518548,6.186032295227051
