mode,load,0_efficientnet_b5-8,1_resnet50-4,2_vgg13-8
mps-uncap,0.8,24.27959442138672,8.977770805358887,5.207538604736328
mps-uncap,0.9,29.613852500915527,10.591745376586914,5.453586578369141
mps-uncap,1.0,40.398359298706055,12.906432151794434,5.904912948608398
mps-uncap,0.5,17.081618309020996,7.070779800415039,4.591822624206543
mps-uncap,0.6,17.459511756896973,6.915092468261719,4.7969818115234375
mps-uncap,0.7,19.17886734008789,7.138729095458984,4.966259002685547
mps-uncap,0.1,21.64936065673828,6.814241409301758,4.520893096923828
mps-uncap,0.2,20.75505256652832,6.71541690826416,4.504680633544922
mps-uncap,0.3,19.61493492126465,6.800532341003418,4.510641098022461
mps-uncap,0.4,19.768953323364258,6.885528564453125,4.527807235717773
