mode,load,0_efficientnet_b5-16,1_densenet169-16,2_vgg19-8
mps-uncap,1.0,54.09011363983154,72.31821298599243,14.623079299926761
mig,1.0,34.533977508544915,37.57202625274658,23.665943145751953
