mode,load,0_efficientnet_b5-16,1_densenet169-16,2_vgg19-8
mps-uncap,1.0,50.988078117370605,67.05057621002197,10.593533515930176
mig,1.0,33.04910659790039,35.78782081604004,22.874116897583008
