mode,load,0_efficientnet_b5-16,1_densenet169-16,2_vgg19-8
mps-uncap,1.0,50.98831653594971,67.05081462860107,10.593891143798828
mig,1.0,33.04934501647949,35.78805923461914,22.87435531616211
