mode,load,0_efficientnet_b5-16,1_densenet169-16,2_vgg19-8
mps-uncap,1.0,54.80051040649414,75.88624954223633,24.6884822845459
mig,1.0,43.03383827209473,47.56903648376465,32.39583969116211
