mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,17594.574451446533,15600.686073303223,9395.195722579956
mps-uncap,0.9,22635.891914367676,20261.995792388916,15113.505601882935
mps-uncap,1.0,25957.85427093506,24375.89192390442,20049.684286117554
mps-uncap,0.5,124.53103065490723,72.58391380310059,49.67379570007324
mps-uncap,0.6,2328.4716606140137,1065.1707649230957,72.64161109924316
mps-uncap,0.7,12468.690395355225,9688.700675964355,1397.6259231567383
mps-uncap,0.1,33.85567665100098,26.877880096435547,32.965660095214844
mps-uncap,0.2,32.44447708129883,28.244495391845703,23.01621437072754
mps-uncap,0.3,55.44114112854004,31.45289421081543,23.944854736328125
mps-uncap,0.4,56.01215362548828,39.060354232788086,39.34526443481445
