mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,15847.266912460327,14053.799700737001,8540.137696266174
mps-uncap,0.9,20289.53518867493,18218.190717697144,13658.455657958986
mps-uncap,1.0,23339.773416519165,21941.82324409485,18164.721441268925
mps-uncap,0.5,45.23568153381348,22.491693496704094,12.99285888671875
mps-uncap,0.6,2006.9478034973142,705.682396888733,28.498840332031246
mps-uncap,0.7,11071.621489524841,8751.985359191895,1231.7507028579712
mps-uncap,0.1,8.577871322631836,7.609415054321292,6.019401550292969
mps-uncap,0.2,7.6734542846679705,6.068158149719238,4.953408241271973
mps-uncap,0.3,8.953952789306648,7.066369056701658,5.100989341735839
mps-uncap,0.4,14.777827262878418,11.721706390380861,7.239246368408205
