mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,5.0983428955078125,4.244804382324219,3.627777099609375
mps-uncap,0.9,5.161452293395996,4.2362213134765625,3.7114620208740234
mps-uncap,1.0,5.073070526123047,4.227399826049805,3.816437721252442
mps-uncap,0.5,5.099844932556153,4.248857498168945,3.8275718688964844
mps-uncap,0.6,5.017280578613281,4.255771636962891,3.728151321411133
mps-uncap,0.7,5.167484283447266,4.2247772216796875,3.5898685455322266
mps-uncap,0.1,11.241912841796875,9.308075904846191,7.940053939819336
mps-uncap,0.2,7.9680919647216815,7.22944736480713,6.381678581237793
mps-uncap,0.3,5.670309066772461,4.812359809875488,4.2743682861328125
mps-uncap,0.4,5.31177520751953,4.335951805114747,3.925228118896484
