mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,17375.96750259399,15433.840332031248,9302.266867160797
mps-uncap,0.9,22416.34872198105,20079.352798461914,15004.711706638336
mps-uncap,1.0,25687.520303726196,24186.69354915619,19866.980490684513
mps-uncap,0.5,97.89620399475096,48.334498405456515,30.39202690124504
mps-uncap,0.6,2263.1389808654785,987.2995448112488,54.47565078735352
mps-uncap,0.7,12376.651270389559,9622.473220825195,1367.472231388092
mps-uncap,0.1,26.667203903198242,22.579305171966546,20.34801006317135
mps-uncap,0.2,23.210744857788075,18.49101781845093,16.591696739196767
mps-uncap,0.3,23.63810062408447,19.77006435394286,14.846067428588846
mps-uncap,0.4,34.26942825317383,26.530745029449466,20.737867355346598
