mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,5.032062530517578,4.174470901489258,3.5665035247802734
mps-uncap,0.9,5.089282989501953,4.1656494140625,3.5657882690429688
mps-uncap,1.0,5.002737045288086,4.160642623901367,3.6172866821289062
mps-uncap,0.5,5.001544952392578,4.111289978027344,3.6084651947021484
mps-uncap,0.6,4.955768585205078,4.19306755065918,3.549814224243164
mps-uncap,0.7,5.100488662719727,4.154443740844727,3.528118133544922
mps-uncap,0.1,9.442567825317383,8.273720741271973,7.323980331420898
mps-uncap,0.2,5.548954010009766,4.825115203857422,4.3114423751831055
mps-uncap,0.3,5.023002624511719,4.186272621154785,3.642559051513672
mps-uncap,0.4,5.023956298828125,4.095554351806641,3.6067962646484375
