mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,13.262033462524414,12.57777214050293,10.163545608520508
mps-uncap,0.9,13.60464096069336,12.974739074707031,11.94906234741211
mps-uncap,1.0,13.404369354248047,12.728691101074219,11.86823844909668
mps-uncap,0.5,7.54094123840332,6.5097808837890625,6.15692138671875
mps-uncap,0.6,7.194280624389648,7.079601287841797,5.970954895019531
mps-uncap,0.7,11.237859725952148,9.818553924560547,5.991458892822266
mps-uncap,0.1,14.504671096801758,13.676881790161133,12.345075607299805
mps-uncap,0.2,11.144399642944336,10.47515869140625,9.48190689086914
mps-uncap,0.3,8.629322052001953,8.704185485839844,7.897615432739258
mps-uncap,0.4,7.773399353027344,7.247686386108398,6.51097297668457
