mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,15852.264165878296,14057.994294166565,8543.679594993591
mps-uncap,0.9,20294.58501338959,18222.35209941864,13662.013435363771
mps-uncap,1.0,23344.84577178955,21945.97864151001,18168.42343807221
mps-uncap,0.5,50.265145301818855,26.602935791015625,16.59560203552246
mps-uncap,0.6,2011.9412899017334,709.927487373352,32.08155632019043
mps-uncap,0.7,11076.802849769592,8756.150674819946,1235.252833366394
mps-uncap,0.1,17.9262638092041,15.658211708068848,13.031053543090824
mps-uncap,0.2,13.509988784790043,11.12477779388428,9.778380393981928
mps-uncap,0.3,13.961219787597658,11.265587806701658,8.782124519348143
mps-uncap,0.4,19.809460639953613,15.805435180664062,10.81695556640625
