mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,4.936456680297852,4.084110260009766,3.4737586975097656
mps-uncap,0.9,4.983663558959961,4.064321517944336,3.453493118286133
mps-uncap,1.0,4.900932312011719,4.059076309204102,3.45611572265625
mps-uncap,0.5,4.868984222412109,3.997802734375,3.4432411193847656
mps-uncap,0.6,4.8542022705078125,4.098415374755859,3.4470558166503906
mps-uncap,0.7,5.013704299926758,4.053592681884766,3.4418106079101562
mps-uncap,0.1,4.854917526245117,3.9947032928466797,3.4477710723876953
mps-uncap,0.2,4.9152374267578125,4.157781600952148,3.4630298614501953
mps-uncap,0.3,4.879951477050781,4.0607452392578125,3.4706592559814453
mps-uncap,0.4,4.893064498901367,3.979206085205078,3.4449100494384766
