mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-2,2_resnet34-2
mps-uncap,0.8,17370.96471786499,15429.61846590042,9298.69779586792
mps-uncap,0.9,22411.22891664505,20075.134301185608,15001.09635591507
mps-uncap,1.0,25682.514872550964,24182.55662918091,19863.210439682007
mps-uncap,0.5,92.93405294418335,44.12554740905761,26.749837398529024
mps-uncap,0.6,2258.175048828125,983.0751657485963,50.89014530181889
mps-uncap,0.7,12371.585128307343,9618.36552619934,1363.958225250244
mps-uncap,0.1,19.35293197631836,15.415725708007809,13.444156646728471
mps-uncap,0.2,17.689104080200188,13.585388660430912,11.779043674468953
mps-uncap,0.3,18.65230083465576,15.572538375854476,11.031570434570302
mps-uncap,0.4,29.267809391021714,22.433905601501476,17.145652770996
