mode,load,0_efficientnet_b7-2,1_resnet34-2,2_resnet50-8
mps-uncap,0.8,80.75826318094586,491.9884630794958,1076.2152312423725
mps-uncap,0.9,88.96824570815487,544.8327393281871,1201.67118412932
mps-uncap,1.0,101.6387188533442,611.9629953210423,1355.1973374527765
mps-uncap,0.5,49.55987262900041,299.53562980730294,681.1387875975778
mps-uncap,0.6,61.889946033718736,368.3131171574513,808.3849459964431
mps-uncap,0.7,70.87140214652467,432.52831955753555,939.50811460397
mps-uncap,0.1,10.024960713450477,61.28163263394603,128.4652447208907
mps-uncap,0.2,18.76745208877852,122.1204544935465,268.0965988203754
mps-uncap,0.3,31.044115643301687,185.86176744320616,416.35057972943775
mps-uncap,0.4,42.39502887886648,243.9845167015763,543.8441501825787
