mode,load,0_efficientnet_b7-2,1_resnet34-2,2_resnet50-8
mps-uncap,0.8,159.8062515258789,36.24415397644043,79.62775230407715
mps-uncap,0.9,267.83180236816406,130.32269477844238,123.89016151428223
mps-uncap,1.0,2280.3516387939453,291.96834564208984,706.4497470855713
mps-uncap,0.5,61.53750419616699,29.1445255279541,33.16974639892578
mps-uncap,0.6,79.96344566345215,21.360397338867188,42.89531707763672
mps-uncap,0.7,103.90329360961914,42.12474822998047,47.35374450683594
mps-uncap,0.1,52.02317237854004,13.866186141967773,18.689632415771484
mps-uncap,0.2,72.79443740844727,20.882606506347656,23.618698120117188
mps-uncap,0.3,56.880950927734375,26.009559631347656,26.731491088867188
mps-uncap,0.4,61.64669990539551,25.165557861328125,26.706695556640625
