mode,load,0_efficientnet_b7-2,1_resnet34-2,2_resnet50-8
mps-uncap,0.8,26.2758731842041,4.2487382888793945,8.597135543823242
mps-uncap,0.9,35.71641445159912,9.101390838623047,13.600826263427734
mps-uncap,1.0,1592.1101570129395,53.849101066589355,306.11157417297363
mps-uncap,0.5,17.235994338989258,4.476308822631836,6.246805191040039
mps-uncap,0.6,18.255949020385742,3.7724971771240234,6.141424179077148
mps-uncap,0.7,19.787907600402832,3.697633743286133,6.33692741394043
mps-uncap,0.1,21.66604995727539,4.971742630004883,6.809711456298828
mps-uncap,0.2,21.237611770629883,4.972219467163086,6.85274600982666
mps-uncap,0.3,20.320415496826172,5.105257034301758,6.870746612548828
mps-uncap,0.4,16.79825782775879,4.663348197937012,6.577253341674805
