mode,load,0_efficientnet_b7-2,1_resnet34-2,2_resnet50-8
mps-uncap,0.8,60.72163581848145,10.395884513854984,20.744991302490234
mps-uncap,0.9,91.06695652008058,36.38000488281253,40.21999835968018
mps-uncap,1.0,2096.1941957473755,190.65985679626465,558.7002277374268
mps-uncap,0.5,31.09002113342285,9.093046188354492,12.178516387939453
mps-uncap,0.6,36.08236312866211,8.048343658447267,13.125610351562498
mps-uncap,0.7,44.90687847137451,8.894729614257812,14.572858810424805
mps-uncap,0.1,30.200862884521484,6.251955032348634,7.6827287673950195
mps-uncap,0.2,29.9083948135376,8.54334831237793,10.899710655212402
mps-uncap,0.3,31.148195266723626,9.749937057495123,11.884069442749025
mps-uncap,0.4,27.71925926208496,9.395599365234375,12.318658828735352
