mode,load,0_vgg16-16,1_vgg16-16
mig,0.1,0.012159347534179688,0.020503997802734375
mig,0.2,0.0133514404296875,0.01239776611328125
mig,0.3,0.01239776611328125,0.01239776611328125
mig,0.4,0.010013580322265625,0.011920928955078125
mig,0.5,0.010967254638671875,0.010728836059570312
mig,0.6,0.010967254638671875,0.012159347534179688
mig,0.7,0.010728836059570312,0.012636184692382812
mig,0.8,0.011920928955078125,0.0133514404296875
mig,0.9,0.011920928955078125,0.014066696166992188
mig,1.0,0.01049041748046875,0.01430511474609375
