mode,load,0_efficientnet_b7-32,1_mobilenet_v2-32,2_resnet34-32,3_squeezenet1_1-2
mps-uncap,1.0,0.009059906005859375,0.000476837158203125,0.0050067901611328125,0.0007152557373046875
