mode,load,0_inception_v3-16,1_resnet18-2,2_vgg16-2
mps-uncap,0.8,886.945130581431,604.3256856117448,482.08486705516293
mps-uncap,0.9,1003.6279000491588,679.2487694776191,551.5551979774775
mps-uncap,1.0,1106.7509167669416,643.1846859047953,569.0349444184668
mps-uncap,0.5,571.808262803179,393.89920296806906,303.41791545683895
mps-uncap,0.6,647.9669009936955,459.1263035372761,367.45347254602774
mps-uncap,0.7,763.9784256798198,528.2219852310564,419.6706168250699
mps-uncap,0.1,106.07522409133873,78.553157303101,61.816786819374364
mps-uncap,0.2,226.32596639821102,153.7635496648214,122.19786669521419
mps-uncap,0.3,331.65060457024515,239.12355938546972,181.4042458265763
mps-uncap,0.4,444.11091928566543,308.6865758196997,238.9617466393338
