mode,load,0_inception_v3-16,1_resnet18-2,2_vgg16-2
mps-uncap,0.8,8.577108383178711,1.8880367279052734,2.0296573638916016
mps-uncap,0.9,8.506298065185547,1.9075870513916016,2.1212100982666016
mps-uncap,1.0,9.347677230834961,1.9354820251464844,2.4595260620117188
mps-uncap,0.5,8.432149887084961,1.9049644470214844,1.997232437133789
mps-uncap,0.6,8.451461791992188,1.9202232360839844,1.996755599975586
mps-uncap,0.7,8.517026901245117,1.8913745880126953,1.9989013671875
mps-uncap,0.1,8.617639541625977,2.1445751190185547,2.1872520446777344
mps-uncap,0.2,8.423566818237305,1.9080638885498047,2.0296573638916016
mps-uncap,0.3,8.540153503417969,1.91497802734375,2.0284652709960938
mps-uncap,0.4,8.433818817138672,1.9233226776123047,2.0089149475097656
