mode,load,0_inception_v3-16,1_resnet18-2,2_vgg16-2
mps-uncap,0.8,127.81224250793457,44.5320773124695,37.44912147521973
mps-uncap,0.9,306.61010742187455,2244.140419960022,125.12391090393066
mps-uncap,1.0,671.3284301757812,9862.680559158323,4178.227772712707
mps-uncap,0.5,35.49456596374512,11.5939736366272,11.93752765655517
mps-uncap,0.6,39.193725585937464,13.493237495422362,15.21782159805295
mps-uncap,0.7,58.37839841842649,17.522249221801765,19.52799320220946
mps-uncap,0.1,35.44361114501953,10.377693176269533,6.510524749755857
mps-uncap,0.2,41.741633415222175,12.601337432861337,6.67264938354492
mps-uncap,0.3,33.842594623565645,13.703451156616204,8.084666728973387
mps-uncap,0.4,34.120645523071296,12.602155208587641,8.64987134933471
