mode,load,0_densenet169-16,1_efficientnet_b5-16,2_resnet152-4
mps-uncap,0.8,412.191303461182,498.96441755478054,133.23557695229465
mps-uncap,0.9,465.70022264105444,599.7854169277412,151.76914229497183
mps-uncap,1.0,509.83481662132044,652.299295337544,173.0585468534923
mps-uncap,0.5,236.35883302522797,339.05071704912984,82.85475201213654
mps-uncap,0.6,295.62819898905883,399.13641553663314,96.72506531577338
mps-uncap,0.7,340.27200681172866,455.61384543348737,117.65712113159137
mps-uncap,0.1,50.577946760377074,56.690594048512445,16.48404653968471
mps-uncap,0.2,105.51867023297987,134.42754176331636,34.392635146034195
mps-uncap,0.3,153.73953084729382,192.74455180994678,49.661492493428426
mps-uncap,0.4,199.9272785853261,246.69186144758433,64.05436094526998
