mode,load,0_resnet34-8,1_resnet50-4,2_vgg13-2
mps-uncap,0.8,3.33404541015625,4.606485366821289,1.7185211181640625
mps-uncap,0.9,3.422260284423828,4.667758941650391,1.722097396850586
mps-uncap,1.0,3.545999526977539,4.840373992919922,1.7311573028564453
mps-uncap,0.5,3.3621788024902344,4.5928955078125,1.7011165618896484
mps-uncap,0.6,3.332853317260742,4.580259323120117,1.7044544219970703
mps-uncap,0.7,3.3502578735351562,4.651069641113281,1.7056465148925781
mps-uncap,0.1,3.7593841552734375,4.772424697875977,1.8579959869384766
mps-uncap,0.2,3.4410953521728516,4.649162292480469,1.7173290252685547
mps-uncap,0.3,3.4027099609375,4.600763320922852,1.7199516296386719
mps-uncap,0.4,3.4034252166748047,4.602193832397461,1.7125606536865234
