mode,load,0_resnet34-8,1_resnet50-4,2_vgg13-2
mps-uncap,0.8,928.19050310289,465.185057118379,543.6255604653725
mps-uncap,0.9,1054.6689663927375,530.66983264312,606.1877749773474
mps-uncap,1.0,1061.3303998482668,574.0273085397836,636.0965336398989
mps-uncap,0.5,578.2466823175242,291.541272690471,336.7895191400375
mps-uncap,0.6,714.9305484481876,346.36014655184624,404.82152866526286
mps-uncap,0.7,818.6519809646821,406.25485207523184,483.8994836833614
mps-uncap,0.1,120.16292663613372,58.745910669513684,69.47262734831614
mps-uncap,0.2,242.17423709168833,115.8612633451853,135.89140939962172
mps-uncap,0.3,360.4772727736711,176.7041570027636,202.82003307597932
mps-uncap,0.4,469.6228654313813,232.3220060169878,273.38229052680964
