mode,load,0_densenet161-8,1_densenet201-16,2_densenet201-2
mps-uncap,0.8,60.794949531555176,84.86599922180176,57.68015384674072
mps-uncap,0.9,104.37960624694824,137.3638868331909,99.64609146118164
mps-uncap,1.0,1501.894474029541,1134.3966007232666,187.93449401855477
mps-uncap,0.5,31.246328353881836,39.9942398071289,30.14388084411621
mps-uncap,0.6,34.32292938232422,43.86794567108155,34.331512451171875
mps-uncap,0.7,48.82347583770752,57.79123306274416,42.670249938964844
mps-uncap,0.1,27.24289894104004,32.76224136352539,32.23540782928467
mps-uncap,0.2,26.273488998413086,30.530118942260742,31.426024436950687
mps-uncap,0.3,28.500413894653324,30.884742736816406,29.5036792755127
mps-uncap,0.4,28.85677814483643,34.26790237426758,30.624437332153324
