mode,load,0_densenet161-8,1_densenet201-16,2_densenet201-2
mps-uncap,0.8,17.50969886779785,22.554636001586914,16.416549682617188
mps-uncap,0.9,18.009424209594727,24.274706840515137,19.45185661315918
mps-uncap,1.0,19.75870132446289,25.320768356323242,19.7601318359375
mps-uncap,0.5,13.738155364990234,18.789291381835938,15.11526107788086
mps-uncap,0.6,13.28897476196289,19.52385902404785,14.373540878295898
mps-uncap,0.7,15.075922012329102,20.778775215148926,14.879345893859863
mps-uncap,0.1,23.439884185791016,24.918556213378906,21.44777774810791
mps-uncap,0.2,17.460107803344727,21.47388458251953,20.99931240081787
mps-uncap,0.3,16.985177993774414,20.784854888916016,19.848942756652832
mps-uncap,0.4,15.498638153076172,19.01102066040039,15.308618545532227
