mode,load,0_densenet161-8,1_densenet201-16,2_densenet201-2
mps-uncap,0.8,24.698972702026367,34.361839294433594,23.23782444000244
mps-uncap,0.9,36.791086196899414,53.6121129989624,36.850929260253906
mps-uncap,1.0,696.0872411727905,570.6818103790283,81.70247077941895
mps-uncap,0.5,17.51255989074707,22.275447845458984,17.364025115966797
mps-uncap,0.6,17.870664596557617,22.866368293762207,18.239736557006836
mps-uncap,0.7,19.6077823638916,25.012731552124023,20.493507385253906
mps-uncap,0.1,23.68032932281494,28.55849266052246,21.88551425933838
mps-uncap,0.2,18.15497875213623,21.86596393585205,21.52109146118164
mps-uncap,0.3,17.829418182373047,21.701335906982422,21.039962768554688
mps-uncap,0.4,17.26388931274414,21.3010311126709,18.977642059326172
