mode,load,0_densenet161-8,1_densenet201-16,2_densenet201-2
mps-uncap,0.8,10.545969009399414,15.826702117919922,11.748075485229492
mps-uncap,0.9,10.504961013793945,15.828609466552734,11.938810348510742
mps-uncap,1.0,10.555505752563477,20.644426345825195,13.03720474243164
mps-uncap,0.5,10.536670684814453,15.798091888427734,12.273073196411133
mps-uncap,0.6,10.57887077331543,15.828371047973633,11.566638946533203
mps-uncap,0.7,10.59412956237793,15.722036361694336,11.86990737915039
mps-uncap,0.1,10.549306869506836,15.723466873168945,12.04061508178711
mps-uncap,0.2,10.534286499023438,15.716075897216797,12.006521224975586
mps-uncap,0.3,10.520219802856445,15.805721282958984,12.116670608520508
mps-uncap,0.4,10.51640510559082,15.828609466552734,11.843681335449219
