mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,43.06180477142334,8.920001983642578,7.334089279174806
mig,0.6,94.52629089355469,11.584782600402834,31.125831604003906
mps-uncap,0.7,59.99956130981445,12.168908119201662,8.421087265014648
mig,0.7,115.54117202758789,14.46583271026612,36.541032791137695
mps-uncap,0.8,71.6397523880005,18.354082107543945,9.75041389465332
mig,0.8,159.4974517822266,22.003841400146488,60.42046546936036
mps-uncap,0.9,115.95380306243896,46.75326347351074,11.207222938537598
mig,0.9,259.044885635376,82.64827728271484,116.63305759429932
mps-uncap,1.0,157.53743648529053,803.6267757415771,12.51363754272461
mig,1.0,870.7260608673099,916.2860155105592,541.0164594650269
mps-uncap,1.1,641.4229869842529,14192.488145828247,14.138102531433105
mig,1.1,8325.291395187378,6341.88175201416,7217.9059982299805
mps-uncap,1.2,4359.079837799073,25598.14739227295,17.091703414916996
mig,1.2,13129.382991790771,12711.89079284668,12280.670499801636
mps-uncap,1.3,14903.659462928772,32150.51181316377,17.9112434387207
mig,1.3,17909.901571273807,17520.664072036747,17006.00266456604
