mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,14.831781387329102,1.7261505126953125,2.6619434356689453
mig,0.6,29.630184173583984,3.0221939086914062,9.657621383666992
mps-uncap,0.7,14.895439147949219,1.6989707946777344,2.6819705963134766
mig,0.7,29.516935348510742,3.006458282470703,9.623289108276367
mps-uncap,0.8,14.823675155639648,1.7061233520507812,2.7005672454833984
mig,0.8,29.61897850036621,3.0303001403808594,9.655952453613281
mps-uncap,0.9,15.341997146606445,1.7330646514892578,2.7036666870117188
mig,0.9,29.72888946533203,3.0863285064697266,9.653806686401367
mps-uncap,1.0,16.763687133789062,1.7118453979492188,2.711772918701172
mig,1.0,29.825448989868164,3.0853748321533203,9.685754776000977
mps-uncap,1.1,19.124746322631836,1.9078254699707031,3.2396316528320312
mig,1.1,29.689788818359375,3.022432327270508,9.687662124633789
mps-uncap,1.2,21.822452545166016,2.2118091583251953,4.14276123046875
mig,1.2,30.480384826660156,3.4041404724121094,9.683847427368164
mps-uncap,1.3,20.093202590942383,1.7600059509277344,2.7303695678710938
mig,1.3,30.24458885192871,3.103971481323242,9.687423706054688
