mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,0.013828277587890625,0.011205673217773438,0.012636184692382812
mig,0.6,0.01430511474609375,0.011920928955078125,0.01239776611328125
mps-uncap,0.7,0.013828277587890625,0.010967254638671875,0.012159347534179688
mig,0.7,0.014066696166992188,0.010967254638671875,0.011444091796875
mps-uncap,0.8,0.014066696166992188,0.010728836059570312,0.012636184692382812
mig,0.8,0.013828277587890625,0.011205673217773438,0.011682510375976562
mps-uncap,0.9,0.011920928955078125,0.011444091796875,0.012636184692382812
mig,0.9,0.01430511474609375,0.011444091796875,0.013113021850585938
mps-uncap,1.0,0.01430511474609375,0.010967254638671875,0.010728836059570312
mig,1.0,0.015497207641601562,0.011682510375976562,0.011444091796875
mps-uncap,1.1,0.014066696166992188,0.014781951904296875,0.011444091796875
mig,1.1,0.01811981201171875,0.013828277587890625,0.014781951904296875
mps-uncap,1.2,0.021457672119140625,0.013828277587890625,0.010967254638671875
mig,1.2,0.033855438232421875,0.014781951904296875,0.0133514404296875
mps-uncap,1.3,0.018358230590820312,0.013828277587890625,0.011444091796875
mig,1.3,0.016450881958007812,0.012636184692382812,0.019550323486328125
