mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,302.57491902931207,1412.3091351074859,238.09767978122076
mig,0.6,299.3261880141207,1414.6886887284643,238.79373017655163
mps-uncap,0.7,368.41235934958536,1644.2157550773754,278.89818795448656
mig,0.7,338.9628391428841,1657.4959534530817,277.67901622366634
mps-uncap,0.8,402.26117261011444,1891.4506970753878,317.91937141164067
mig,0.8,399.234615938699,1876.8861716245574,324.53106763137293
mps-uncap,0.9,455.61678547236585,2082.130302650593,356.5748758500059
mig,0.9,462.5947138715137,2105.070060002358,364.073540180789
mps-uncap,1.0,499.08587347718844,2340.5159089367676,398.09116517133873
mig,1.0,488.85242642459605,2325.719904733619,390.5725469932305
mps-uncap,1.1,535.5097753940065,2145.5860678349527,442.78393585005415
mig,1.1,511.9782794150927,2397.6487149393347,400.8579724431214
mps-uncap,1.2,572.4770049177431,1937.1255794993167,478.2759409739241
mig,1.2,512.4148992080221,2399.4841901859977,400.5491042054326
mps-uncap,1.3,556.9294656612271,1885.8158778091015,508.964747125607
mig,1.3,510.20103018259834,2373.368423114003,399.6335338739272
