mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,46.88808917999261,13.194415569305418,7.833786010742153
mig,0.6,122.99163341522241,16.713528633117676,42.72139072418214
mps-uncap,0.7,81.63898706436161,22.587370872497694,9.224972724914547
mig,0.7,164.00858879089375,25.392730236053474,58.72185707092286
mps-uncap,0.8,82.90801286697408,37.210950851440394,12.307310104370117
mig,0.8,234.71387386322002,42.72350311279298,121.63118362426758
mps-uncap,0.9,185.81103086471563,117.24673271179175,14.53189849853515
mig,0.9,356.54149055480957,181.77754878997803,247.57276296615586
mps-uncap,1.0,355.54720878601074,1444.5690512657168,18.11929702758781
mig,1.0,1192.8677272796638,1248.149209022522,636.105260848999
mps-uncap,1.1,1091.5553331375118,15219.734230041504,19.509494304656982
mig,1.1,8719.580030441284,6904.011440277101,7873.71349811554
mps-uncap,1.2,5377.938661575317,28233.56828689575,25.101213455200174
mig,1.2,14521.232085227966,14071.94830417633,13691.603765487669
mps-uncap,1.3,16133.687603473663,35330.16569375992,23.953418731689457
mig,1.3,19886.265540122986,19402.284603118896,18814.394862651825
