mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,20.16127109527588,2.620577812194824,3.840923309326172
mig,0.6,30.577659606933594,3.1758546829223633,9.789466857910156
mps-uncap,0.7,21.233081817626953,2.5229454040527344,4.243612289428711
mig,0.7,30.381441116333008,3.1499862670898438,9.763956069946289
mps-uncap,0.8,22.41683006286621,2.5479793548583984,4.477262496948242
mig,0.8,30.557870864868164,3.1735897064208984,9.803056716918945
mps-uncap,0.9,24.01876449584961,2.717256546020508,4.720211029052734
mig,0.9,30.776023864746094,3.206491470336914,9.84501838684082
mps-uncap,1.0,25.14505386352539,2.8198957443237305,4.832744598388672
mig,1.0,30.97248077392578,3.239154815673828,9.895682334899902
mps-uncap,1.1,26.62968635559082,3.2546520233154297,4.926443099975586
mig,1.1,31.030893325805664,3.2553672790527344,9.913444519042969
mps-uncap,1.2,27.436494827270508,4.2018890380859375,5.02467155456543
mig,1.2,31.049132347106934,3.2567977905273438,9.914159774780273
mps-uncap,1.3,28.30493450164795,4.44793701171875,5.015134811401367
mig,1.3,31.065940856933594,3.2546520233154297,9.916067123413086
