mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,30.31344413757324,6.791808605194091,7.367310523986815
mig,0.6,33.278703689575195,4.830830097198486,11.128621101379395
mps-uncap,0.7,31.73350811004639,7.022237777709966,7.469782829284666
mig,0.7,33.40090751647949,4.857015609741219,11.126141548156738
mps-uncap,0.8,34.15662288665772,7.1148681640625,7.569074630737304
mig,0.8,33.62675189971923,4.801225662231446,11.118063926696777
mps-uncap,0.9,34.78882074356079,7.164306640624999,7.493758201599118
mig,0.9,33.715534210205085,4.746878147125245,11.128804683685303
mps-uncap,1.0,35.36472320556641,7.1157455444335955,7.334008216857909
mig,1.0,33.356485366821296,4.533290863037109,10.88411808013916
mps-uncap,1.1,35.93828678131103,7.180175781249999,7.245898246765137
mig,1.1,33.199310302734375,4.270172119140625,10.703299045562746
mps-uncap,1.2,36.36329650878906,7.2685718536376935,7.329378128051758
mig,1.2,33.27828884124756,4.18397665023804,10.692605972290037
mps-uncap,1.3,36.62616729736328,7.277011871337891,7.294569015502937
mig,1.3,33.62030029296875,4.556789398193357,10.923938751220703
