mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,68.86354446411124,16.442008018493635,12.487978935241669
mig,0.6,152.95183658599876,20.193161964416504,52.745299339294455
mps-uncap,0.7,103.17852735519409,25.533022880554242,14.145619869232174
mig,0.7,194.02575492858904,28.81836175918579,68.40705871582031
mps-uncap,0.8,108.85120630264288,40.8029270172119,16.968469619750973
mig,0.8,265.8285140991203,46.301908493042,131.86652660369867
mps-uncap,0.9,210.1778841018677,120.80383300781216,19.5279002189636
mig,0.9,387.56403923034674,185.6105566024781,257.46797800064076
mps-uncap,1.0,382.8274512290955,1448.1008291244511,23.228826522827138
mig,1.0,1223.9727973937993,1251.5250778198244,646.052680015564
mps-uncap,1.1,1115.0022029876707,15222.551527023315,24.806618690490723
mig,1.1,8750.94838142395,6907.272624969485,7883.618650436402
mps-uncap,1.2,5409.751482009888,28237.42389678955,30.38149833679199
mig,1.2,14553.262619972229,14075.20754814148,13701.69108390808
mps-uncap,1.3,16160.446615219114,35333.73591184616,29.208669662475607
mig,1.3,19917.117958068848,19405.50326347351,18824.82355117798
