mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,33.48493576049805,15.784978866577148,9.695053100585938
mig,0.6,33.843994140625,14.578819274902344,12.093067169189453
mps-uncap,0.7,35.253286361694336,12.113571166992188,9.69243049621582
mig,0.7,46.005964279174805,18.738508224487305,20.700454711914062
mps-uncap,0.8,37.523746490478516,15.72275161743164,10.174274444580078
mig,0.8,38.49935531616211,18.4633731842041,21.12865447998047
mps-uncap,0.9,40.35353660583496,13.801813125610352,14.662981033325195
mig,0.9,47.23763465881348,19.368886947631836,23.24199676513672
mps-uncap,1.0,37.811279296875,11.503458023071289,12.654542922973633
mig,1.0,45.5172061920166,18.368959426879883,23.050785064697266
mps-uncap,1.1,37.83154487609863,17.703533172607422,15.985965728759766
mig,1.1,43.71333122253418,16.17121696472168,16.337156295776367
mps-uncap,1.2,38.12456130981445,13.400077819824219,13.502836227416992
mig,1.2,45.247793197631836,17.84491539001465,20.29585838317871
mps-uncap,1.3,37.78338432312012,17.811298370361328,12.676477432250977
mig,1.3,44.408559799194336,14.778375625610352,17.345905303955078
