mode,load,0_resnet152-16,1_squeezenet1_1-8,2_vgg13-4
mps-uncap,0.6,14.784574508666992,1.699209213256836,2.6464462280273438
mig,0.6,29.515981674194336,2.99835205078125,9.634256362915039
mps-uncap,0.7,14.877557754516602,1.6710758209228516,2.665281295776367
mig,0.7,29.425382614135742,2.9878616333007812,9.593009948730469
mps-uncap,0.8,14.788150787353516,1.6753673553466797,2.672910690307617
mig,0.8,29.601097106933594,2.9959678649902344,9.612560272216797
mps-uncap,0.9,15.31362533569336,1.706838607788086,2.687692642211914
mig,0.9,29.622554779052734,2.9954910278320312,9.621858596801758
mps-uncap,1.0,16.733884811401367,1.6775131225585938,2.6853084564208984
mig,1.0,29.74247932434082,3.0465126037597656,9.644269943237305
mps-uncap,1.1,19.106388092041016,1.7061233520507812,3.2219886779785156
mig,1.1,29.670000076293945,2.999544143676758,9.616374969482422
mps-uncap,1.2,19.79970932006836,1.7597675323486328,4.103183746337891
mig,1.2,29.86764907836914,3.070354461669922,9.665966033935547
mps-uncap,1.3,17.66180992126465,1.7154216766357422,2.704143524169922
mig,1.3,30.087947845458984,3.070831298828125,9.66787338256836
