mode,load,0_densenet201-2,1_inception_v3-8,2_resnet101-2
mps-uncap,0.8,198.48203659057617,89.3399715423584,58.165788650512695
mps-uncap,0.9,220.51620483398438,160.6616973876953,126.93381309509277
mps-uncap,1.0,654.7102928161621,671.8230247497559,221.28939628601074
mps-uncap,0.5,72.56245613098145,42.21677780151367,40.15612602233887
mps-uncap,0.6,75.4249095916748,42.49906539916992,45.823097229003906
mps-uncap,0.7,117.87796020507812,48.73538017272949,55.97972869873047
mps-uncap,0.1,48.793792724609375,31.93521499633789,37.63151168823242
mps-uncap,0.2,65.9017562866211,41.61524772644043,45.38917541503906
mps-uncap,0.3,70.35708427429199,47.81746864318848,48.598527908325195
mps-uncap,0.4,67.99888610839844,50.66418647766113,54.12435531616211
